@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Dimension_5 CONTINUOUS
@ATTRIBUTE Dimension_6 CONTINUOUS
@ATTRIBUTE Dimension_7 CONTINUOUS
@ATTRIBUTE Dimension_8 CONTINUOUS
@ATTRIBUTE Dimension_9 CONTINUOUS
@ATTRIBUTE Dimension_10 CONTINUOUS
@ATTRIBUTE Dimension_11 CONTINUOUS
@ATTRIBUTE Dimension_12 CONTINUOUS
@ATTRIBUTE Dimension_13 CONTINUOUS
@ATTRIBUTE Dimension_14 CONTINUOUS
@ATTRIBUTE Dimension_15 CONTINUOUS
@ATTRIBUTE Dimension_16 CONTINUOUS
@ATTRIBUTE Dimension_17 CONTINUOUS
@ATTRIBUTE Dimension_18 CONTINUOUS
@ATTRIBUTE Dimension_19 CONTINUOUS
@ATTRIBUTE Dimension_20 CONTINUOUS
@ATTRIBUTE Dimension_21 CONTINUOUS
@ATTRIBUTE Dimension_22 CONTINUOUS
@ATTRIBUTE Dimension_23 CONTINUOUS
@ATTRIBUTE Dimension_24 CONTINUOUS
@ATTRIBUTE Dimension_25 CONTINUOUS
@ATTRIBUTE Dimension_26 CONTINUOUS
@ATTRIBUTE Dimension_27 CONTINUOUS
@ATTRIBUTE Dimension_28 CONTINUOUS
@ATTRIBUTE Dimension_29 CONTINUOUS
@ATTRIBUTE Dimension_30 CONTINUOUS
@ATTRIBUTE Dimension_31 CONTINUOUS
@ATTRIBUTE Dimension_32 CONTINUOUS
@ATTRIBUTE Dimension_33 CONTINUOUS
@ATTRIBUTE Dimension_34 CONTINUOUS
@ATTRIBUTE Dimension_35 CONTINUOUS
@ATTRIBUTE Dimension_36 CONTINUOUS
@ATTRIBUTE Dimension_37 CONTINUOUS
@ATTRIBUTE Dimension_38 CONTINUOUS
@ATTRIBUTE Dimension_39 CONTINUOUS
@ATTRIBUTE Dimension_40 CONTINUOUS
@ATTRIBUTE Dimension_41 CONTINUOUS
@ATTRIBUTE Dimension_42 CONTINUOUS
@ATTRIBUTE Dimension_43 CONTINUOUS
@ATTRIBUTE Dimension_44 CONTINUOUS
@ATTRIBUTE Dimension_45 CONTINUOUS
@ATTRIBUTE Dimension_46 CONTINUOUS
@ATTRIBUTE Dimension_47 CONTINUOUS
@ATTRIBUTE Dimension_48 CONTINUOUS
@ATTRIBUTE Dimension_49 CONTINUOUS
@ATTRIBUTE Dimension_50 CONTINUOUS
@ATTRIBUTE Dimension_51 CONTINUOUS
@ATTRIBUTE Dimension_52 CONTINUOUS
@ATTRIBUTE Dimension_53 CONTINUOUS
@ATTRIBUTE Dimension_54 CONTINUOUS
@ATTRIBUTE Dimension_55 CONTINUOUS
@ATTRIBUTE Dimension_56 CONTINUOUS
@ATTRIBUTE Dimension_57 CONTINUOUS
@ATTRIBUTE Dimension_58 CONTINUOUS
@ATTRIBUTE Dimension_59 CONTINUOUS
@ATTRIBUTE Dimension_60 CONTINUOUS
@ATTRIBUTE Dimension_61 CONTINUOUS
@ATTRIBUTE Dimension_62 CONTINUOUS
@ATTRIBUTE Dimension_63 CONTINUOUS
@ATTRIBUTE Dimension_64 CONTINUOUS
@ATTRIBUTE Dimension_65 CONTINUOUS
@ATTRIBUTE Dimension_66 CONTINUOUS
@ATTRIBUTE Dimension_67 CONTINUOUS
@ATTRIBUTE Dimension_68 CONTINUOUS
@ATTRIBUTE Dimension_69 CONTINUOUS
@ATTRIBUTE Dimension_70 CONTINUOUS
@ATTRIBUTE Dimension_71 CONTINUOUS
@ATTRIBUTE Dimension_72 CONTINUOUS
@ATTRIBUTE Dimension_73 CONTINUOUS
@ATTRIBUTE Dimension_74 CONTINUOUS
@ATTRIBUTE Dimension_75 CONTINUOUS
@ATTRIBUTE Dimension_76 CONTINUOUS
@ATTRIBUTE Dimension_77 CONTINUOUS
@ATTRIBUTE Dimension_78 CONTINUOUS
@ATTRIBUTE Dimension_79 CONTINUOUS
@ATTRIBUTE Dimension_80 CONTINUOUS
@ATTRIBUTE Dimension_81 CONTINUOUS
@ATTRIBUTE Dimension_82 CONTINUOUS
@ATTRIBUTE Dimension_83 CONTINUOUS
@ATTRIBUTE Dimension_84 CONTINUOUS
@ATTRIBUTE Dimension_85 CONTINUOUS
@ATTRIBUTE Dimension_86 CONTINUOUS
@ATTRIBUTE Dimension_87 CONTINUOUS
@ATTRIBUTE Dimension_88 CONTINUOUS
@ATTRIBUTE Dimension_89 CONTINUOUS
@ATTRIBUTE Dimension_90 CONTINUOUS
@ATTRIBUTE Dimension_91 CONTINUOUS
@ATTRIBUTE Dimension_92 CONTINUOUS
@ATTRIBUTE Dimension_93 CONTINUOUS
@ATTRIBUTE Dimension_94 CONTINUOUS
@ATTRIBUTE Dimension_95 CONTINUOUS
@ATTRIBUTE Dimension_96 CONTINUOUS
@ATTRIBUTE Dimension_97 CONTINUOUS
@ATTRIBUTE Dimension_98 CONTINUOUS
@ATTRIBUTE Dimension_99 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
0.0305986882947, -0.0329209053035, 0.0447593258213, -0.0408026265778, -0.00756322193242, -0.0807598497742, 0.0370477493745, 0.0393457640262, -0.0335007430372, 0.0140134766759, -0.00977003500098, 0.00143597018202, 0.0465205454902, -0.0138475893215, -0.0541740544086, -0.0175148724389, -0.0311299081378, -0.0387775117302, 0.0187576767255, -0.0569876289138, -0.0176913958587, -0.0261053427687, 0.0156942157693, 0.0630335909875, 0.0865991234224, 0.0196825258995, -0.0147494462941, 0.00717569467258, 0.0739491411705, -0.0502713168499, 0.000860230769799, 0.00263761393602, 0.0135037644223, -0.0355541874447, 0.00172307693475, -0.112555756222, 0.0225560741607, 0.0124835228682, 0.000333459785934, 0.053074090535, 0.00558537602259, -0.0209630846286, -0.000338043041656, 0.0161085755622, -0.0200884126887, -0.0206559991794, 0.0200488490337, 0.0158938087541, -0.0167925807149, -0.0473556522182, -0.0329894978774, 0.0424108907191, 0.0315063958578, 0.0288294881392, -0.0290371161926, 0.0440800205391, 0.0142085172492, -0.0199144329069, 0.030169535425, 0.0435057978099, 0.0249684868582, 0.048744287536, 0.0173532035687, 0.0200623196064, 0.0566167553751, 0.0159294880084, -0.0509417743907, 0.0651851368007, -0.00936681383949, 0.0194513438638, -0.018555480709, 0.0107122385347, -0.0239465726308, -0.0332236043851, 0.00912686967356, 0.0455113851497, 0.0145959167544, -0.0239481221081, 0.0926140597345, -0.0542500546394, 0.0028426387263, -0.035235543907, 0.00301201050883, 0.0150735234198, -0.00685494971434, 0.0121112917764, 0.021812993775, -0.0178657863554, -0.0516252648541, 0.00256271210708, -0.0352726226679, -0.00285534225309, -0.0442886603684, 0.0179870498133, 0.0100483677831, 0.0206503942273, -0.00523424740218, 0.0537182637821, -0.0159242420829, 0.0281405432157, happy
0.0732187494327, 0.0441083083676, 0.00937321691438, -0.0104164673447, 0.0319896365878, -0.00373661961361, 0.010640912673, -0.00263932820425, -0.00203090706687, 0.0186164577116, -0.0113147126972, 1.29237058462e-05, 0.020083729839, -0.0213394201668, -0.037231356127, 0.0146782071395, 0.0176275105022, 0.0168033189356, -0.0258057478065, 0.00912983056507, -0.0594516632846, -0.0219785740941, 0.0298824019068, -0.051809819371, -0.0176216247084, -0.0286120271106, 0.0072598387151, -0.0155240435154, -0.0285000761093, 0.0110772133086, 0.0123738324758, 0.0138040675243, 0.00631906247146, 0.00070481824166, -0.0554289747375, -0.0389432934281, -0.0292927018903, -0.00891498795006, -0.031856155055, -0.00136792499898, -0.014501830425, -0.0118865688247, 0.00245916151497, 0.009392404632, 0.0325687744748, -0.045313841246, 0.0347706215435, -0.0182388860555, 0.00515492705052, 0.00348727790688, -0.0223783971116, 0.0385800674527, -0.0107680801171, 0.024919134028, 0.0165297478913, 0.027659902476, 0.0273535190099, 0.0541476782979, 0.0107703981281, -0.029525587375, 0.0171340352234, -0.0394649169189, -0.0255598237314, -0.0163443285281, -0.0155198717617, 0.0333018614707, 0.0108854049938, -0.0226924457474, 0.0171141726027, -0.0215027839971, 0.0533968430208, -0.0267289504961, 0.0274919749982, -0.0236639282548, -0.0219005818912, 0.0212026999801, 0.00910529345017, -0.0102692890129, 0.0264160045654, 0.0265801133465, 0.0062324610432, -0.00209218485136, 0.0284573472288, 0.0203982206083, 0.0183030847827, -0.00452878791719, -0.00958834368938, -0.0156540137212, 0.052696782973, 0.000765863602442, 0.0125179245593, 0.0849133486875, -0.0119415922099, 0.0192129294288, -0.0133127484855, 0.0337897677431, 0.0467209574512, 0.0539848432334, -0.0458522201576, 0.0223974970832, disgusted
0.0229882175006, -0.0239502468768, 0.0851743982673, -0.0362914137486, -0.0331377568114, 0.0226717518044, 0.0781222532216, -0.0415274913412, -0.0132063595224, -0.0117900463333, 0.0386997953476, 0.0172517932569, 0.0162180180892, 0.018358059015, -0.0241622822265, -0.0689158247231, 0.034278300723, -0.0104153029517, -0.0253296139736, -0.0252009731011, 0.0320956412464, 0.0495327190275, -0.00200765515443, 0.00206958447431, -0.0587197793833, -0.0221362478853, -0.00492823658555, 0.0197870581274, 0.0298902851854, 0.040816546681, 0.0533904323294, -0.0539630980444, -0.0101268578753, -0.0211977843074, -0.00646701969774, 0.00887256207433, 0.0218450031125, -0.0562488358334, 0.00342764515425, 0.0763729942876, -0.0265178000971, 0.0107897266191, 0.033845128195, -0.117614696502, 0.0120905121555, -0.00769734806982, 0.0457551866072, 0.0221010668785, 0.0191833457765, -0.00188187712064, 0.0317622100998, -0.0584771638556, -0.0118326857078, 0.0194395625536, 0.0823427555984, 0.0165399584179, -0.0383692593153, 0.0228975802909, 0.00793154254993, -0.0654990603618, -0.00809931995591, -0.00355495611238, -0.0547705267595, 0.0451458173112, -0.0297788687332, 0.0554658327885, -0.00716154700265, 0.00726382074917, -0.000771468895453, -0.0210815848071, 0.0275403391642, -0.0315710048172, -0.0233327815316, 0.0436685857672, -0.038828358114, 0.035896541634, -0.00299237273696, -0.00870126929995, 0.0297225321183, 0.0467046749412, -0.0595354406729, 0.0256963382763, 0.00385876234806, 0.0354191532282, -0.00101052805408, -0.0339694584757, 0.0222738225635, -0.0154093558409, 0.00475768223838, 0.0888982802932, 0.0174635445318, -0.00284109813403, 0.0113983850135, 0.0217743345786, -0.0703091326565, -0.0360221594113, -0.0234721203887, -0.0116734284883, 0.00638225007474, -0.0610345076426, happy
-0.0157425204843, -0.00223944114387, 0.0430545660375, 0.0241762092418, -0.000787775499735, 0.0617492503838, 0.00837969783556, -0.00770657688586, -0.0387219277056, 0.0145552245117, 0.0300780288229, 0.0388668513272, -0.0072491646486, -0.0508821863971, 0.0224417361702, 0.0245756741534, -0.0182570798343, -0.0139943127989, -0.0207531152131, 0.0811348373828, -0.0225503049515, 0.0280916087303, -0.00550526249846, -0.0230690647409, -0.00892242404691, -0.0335308977606, 0.0534774741403, -0.0160691946756, -0.0205347847973, 0.0244592514436, 0.0298608438466, 0.0368858599056, 0.0100936174639, 0.0187804730715, 0.00102587101568, -0.0429965530322, 0.0625317094625, 0.0486111622555, -0.0494844830789, 0.0394956097063, 0.042647024227, 0.0047313227534, 0.00972256554033, -0.0091454495055, -0.0346088857867, -0.0485502933534, 0.00719614318138, 0.0139801790923, -0.0451628798549, 0.0304217240007, 0.0292988249169, -0.00852426668463, -0.0030986140674, 0.02086211107, -0.0142039524518, -0.0088883751523, -0.0103417353443, 0.00230403401176, -0.0207585622993, 0.0506914469954, 0.0249695936186, 0.0257807240228, -0.0617185929128, 0.0132352405515, 0.0248381214163, 0.0185875437848, 0.0240102561354, -0.0218310335519, -0.0536242533429, 0.0626339287575, -0.00999435675589, -0.0137913897149, 0.00646465621877, 0.0183552104517, -0.0389307773498, 0.119310544846, 0.045282239267, -0.0269557445201, 0.0618164681995, 0.0457776172758, -0.0241413905526, 0.0152117776605, -0.0316067483229, 0.0149910834764, -0.0194802162375, 0.0338197734595, 0.00963846836132, -0.00315070265145, -0.0647831354965, -0.0132192560612, -0.0628616987182, -0.0259476047327, -0.0121352293114, -0.00293177293997, 0.0483632158058, -0.0855221606814, -0.0264813457274, -0.020744494934, 0.0042063288633, 0.00286980485639, disgusted
0.01823125726, 0.0314556973814, 0.0278846365816, -0.0407612640402, 0.0553158816208, 0.0601292180406, -0.000302771928895, 0.00198834997977, 0.0683377436763, -0.0119373115441, -0.0266746011772, -0.0742487248485, 0.0176450385378, 0.00985138782885, 0.0164231025837, -0.0694062611711, -0.00250931443762, -0.00678545578049, 0.0239278546782, -0.0152584675663, -0.00883648843442, -0.0849042323548, -0.0568176615991, -0.00608420122844, 0.0376836437672, -0.0400961248016, 0.0461321162269, 0.00745259519159, 0.0257320688229, 0.0687740430575, -0.0211230799011, 0.0199024713393, 0.00833058177593, -0.0058647408026, -0.0124424539161, -0.00309666402199, -0.0345262194983, -0.00327823361797, -0.00141172603597, -0.0156460887498, 0.0315215166107, -0.0342567819981, 0.0297897937907, -0.0222364989531, 0.019523014696, -0.00839343639359, -0.0134062533184, 0.0165854500294, -0.00823197655858, -0.0347012908465, 0.0370665147193, 0.0288436754219, -0.0230004777953, -0.0493290234646, 0.0258253708041, 0.0307869812017, 0.0267843288747, 0.0122008574965, -0.0110841076221, 0.0460853784661, 0.050713118881, 0.0123461079251, -0.0028394484107, 0.00723302680095, -0.0433543185798, 0.0408986109168, 0.0368308997134, 0.00857393995237, -0.0144545990719, 0.0590892753206, -0.0464406090093, -0.0226164294161, 0.00441654386169, -0.0167355630226, 0.0176338156219, 0.0403965830855, 0.0150654627659, -0.0387944407884, -0.0251134390402, 0.0615360657407, -0.075363151047, -0.0594181189396, 0.045467279333, 0.0262430823128, -0.0291137989994, -0.0224654361669, 0.0763933806243, 0.0421256567513, 0.0386450675453, 0.0852820087718, -0.0275319658033, -0.0256562830492, -0.0183612006674, 0.0131710487968, -0.0190904856367, -0.0509260485036, 0.00279319660504, 0.0793415327659, -0.00075803432237, -0.0282681475527, scared
-0.0206659807381, -0.00856024718373, -0.0250691507356, 0.0704172518866, 0.0448797762437, -0.0724669615574, 0.0261649026485, 0.00392883318812, 0.0255481079385, 0.0505563065757, -0.0259134302415, 0.00337025976241, -0.00535904023884, -0.034899610241, -0.0599770941503, 0.0108101637892, 0.0503837796749, 0.0352844286034, -0.037943850863, -0.0303614422066, 0.0314103338949, -0.0351072716475, 0.0173681139336, -0.029485194659, -0.00960634968198, 0.00637291055633, 0.0050934378351, -0.0249017439789, -0.00556196531063, 0.0402789302154, -0.0411185866925, 0.033871929668, -0.0459029889763, 0.0361938210446, 0.0138497872736, 0.0228803621908, 0.0444906784439, -0.00240817801352, 0.0546997372609, -0.00403307015457, -0.029232636017, 0.0947024914193, 0.0537288496146, -0.0152134729842, -0.0378156891172, -0.0133939482593, -0.00723635086973, 0.0034688584655, 0.0145301327778, 0.0819915877355, 0.0650559468688, 0.0793358271673, -0.0424797976051, 0.0349689916513, 0.010136114322, -0.0101927945258, -0.00593807235525, -5.81364571021e-05, 0.0628172021539, 0.0205313247061, -0.0363483662131, 0.0259504087143, -0.00488887864709, -0.00925417000039, 0.067217292325, 0.0500823556144, 0.00862060256058, 0.0252197672901, 0.0771265769065, 0.0160780595966, -0.0720299079298, -0.0115339235779, -0.0280055540595, 0.0125815083504, -0.0416018953885, 0.0246571979067, 0.0695235143104, 0.00473456463433, 0.0586479965619, -0.0128289482864, -0.0140190499955, -0.045065865256, 0.0245394646313, -0.0151947988647, 0.0297655634423, -0.0781958425267, 0.00599614012775, 0.0425035167833, 0.0252046259193, 0.02168432995, -0.0181418329435, 0.000266976170291, -0.0193580463216, 0.0271401807637, -0.0716839233553, 0.0279308378154, -0.0570320951446, -0.0799277672707, 0.0177623628552, -0.00867696366523, surprised
0.106300580263, -0.0300827601411, -0.0522165193901, -0.0623191912991, 0.00822140923987, 0.032152600235, -0.0280860013663, 0.0283314210518, 0.0433925326076, 0.0645177270445, -0.0319551586872, -0.100591644033, -0.0328234337719, 0.0447621844016, -0.0304511969393, -0.00186399765006, 0.00715635299886, -0.0639974481622, 0.0520940221458, -0.0230246750349, 0.0281724119569, -0.000332909483999, 0.0228710903773, 0.00369478385889, -0.00755676259529, -0.0171123209209, -0.0536319041564, 0.0488376610595, 0.0526411123085, -0.0575774871545, 0.0151375442506, 0.0350427139391, -0.0168594109886, 0.0191656590727, -0.00706132833603, -0.0195722166989, 0.00533617272918, 0.054107544231, -0.00719314634669, -0.027969107077, 0.00627352892313, 0.0312535953809, 0.0172744555254, 0.0139422503458, 0.00599083044329, -0.0272952607391, -0.0251063482525, -0.0403287557583, -0.0331622230306, -0.0165276559671, 0.0342098225326, 0.0241280178723, -0.0153341655248, -0.0271658485671, 0.000444268550343, 0.00343146140911, -0.00664096607419, 0.055442811864, -0.00998134173923, 0.000225577664479, -0.0181586147482, -0.0342224226899, -0.0474817218287, 0.0110896310926, 0.016831737722, 0.0033858840735, 0.0122465405385, 0.0314668304866, 0.000969526309982, 0.0407605147667, 0.0212310596029, 0.0749355723353, 0.00376793296207, -0.00687222634038, -0.0036557512182, 0.0162675887304, 0.0252385006262, -0.0537886066854, 0.0329775495996, -0.0156010041826, -0.0166494673302, 0.0683881520593, 0.0408482006526, -0.000171289485385, 0.0725847389181, -0.020943520596, -0.0166351186016, 0.0528407380695, -0.0263613376672, -0.00693408992992, 0.0422853595315, -0.0168886575041, 0.00770074079128, -0.00372960773288, -0.0303672313655, 0.0516670484745, 0.00414717717073, -0.0133851915339, 0.0136872562843, -0.000749544194151, scared
-0.0381166267105, -0.0167390578695, -0.036550425021, -0.0285614225248, -0.0617805723222, 0.0800543293623, 0.0364733244587, 0.00645104172458, -0.00925975349727, 0.0114728662832, -0.0462088802019, 0.0313953271444, 0.0322412203708, 0.0292189431307, -0.0203466278391, 0.00500999492688, 0.0493455208308, 0.0278477554301, -0.0253558832728, -0.00523559187815, 0.0247381794792, 0.0110137087682, 0.0144727231846, 0.0279582052151, -0.0531793567342, 0.0024706812611, 0.000139913889985, 0.0168104448873, -0.00172636585361, 0.0452148264455, 0.0208652827253, -0.00985836752048, -0.0535014876283, -0.0571613744703, -0.0211799298492, 0.0288027290516, -0.0133120689504, 0.0223327965384, -0.00815910005784, 0.0329118936874, 0.0276523703145, -0.00380348072943, 0.032185185122, 0.00960152033058, -0.02557843355, -0.0253796601531, 0.0723579382579, -0.0396139068297, 0.0476317662299, 0.0335000522765, 0.000807429764317, -0.0536017993729, -0.00562632161453, -0.00347798647706, 0.0229092701106, 0.0615615950751, 0.0170735142439, -0.0623730447193, -0.0316970897493, -0.0213000797876, -0.00716773539278, 0.0268003700098, 0.0770239726212, 0.00525187046351, -0.0217940574666, 0.0242505098355, -0.0483444552275, -0.0207845461869, -0.0273010539613, 0.0467037607425, -0.000126612764776, -0.0470382307205, -0.0593803587448, -0.0472314227843, -0.021582974178, 0.0170542743239, 0.0299901087966, 0.0277328492147, -0.0210579387413, 0.0135273376092, 0.0570265308049, 0.0348788523404, 0.0474528546853, 0.0113026674237, -0.00331353729243, -0.0723406808332, -0.0152603871401, 0.0146734645578, 0.00168448914417, 0.025472012624, -0.00361959353296, 0.0149057768471, -0.0591633780044, 0.0819133770482, 0.0450885360252, 0.0228867642046, -0.0107578585016, 0.035556914957, 0.0393955926438, -0.0608622289194, neutral
-0.0382425887183, -0.0168210606541, 0.0407065198605, -0.0480896755089, 0.0114450520969, -0.0181383944594, 0.0149193814101, 0.00254626315009, -0.00454525901914, 0.00232692612969, 0.036408317611, -0.0129046515349, -0.0263862687479, 0.0107678260397, 0.0496596026597, -0.012945322553, -0.01529170297, -0.021932632313, 0.0311799693241, 0.0145035512569, 0.0394095209551, -0.0128917995997, 0.00771914758464, -0.00147143134276, 0.0469849215659, -0.0178623879014, -0.019841744334, 0.0284056816738, 0.0418091597668, 0.0112280451884, 0.0145795542096, -0.0324301426031, 0.015822140526, 0.0161352304929, 0.0271928205939, 0.00074344491586, -0.0949243111138, -0.062457258199, 0.0398056488779, -0.0271108680769, -0.0067868233124, 0.0892685131854, -0.077483611366, 0.0793148820545, -0.0143353015096, -0.163343699505, 0.0308734922005, 0.0301874942781, 0.0627299327628, -0.00484475412033, 0.0245092884458, -0.00085029735692, 0.0173786084253, 0.0525320987598, -0.0596666967699, -0.0113407740253, -0.0977205663247, -0.0378848745247, 0.0246980507357, 0.0407405073086, 0.0177380413788, 0.0065826713343, 0.00188346998525, -0.0378292224642, -0.0105206959067, -0.0276958232979, -0.0910208027516, -0.0748431051929, -0.00797484592329, -0.0149368028846, -0.0127633339455, -0.0453584988667, 0.0298189900845, 0.00479541746899, -0.0137853514848, 0.0294253580691, 0.00439322101222, -0.026856347427, -0.0372155669995, -0.00462035148511, -0.0110413726373, -0.0265069748336, -0.0273311771091, 0.00672687286101, 0.0112432290668, -0.0152882113524, -0.00818916405733, -0.00511756957892, 0.00961039573611, 0.0283450812962, -0.0188204548398, 0.0279457755708, -0.00333181085722, 0.0172500580272, 0.0210767584232, 0.00477585492818, 0.012381919375, 0.0547470280328, -0.0206000420891, 0.0110476532511, happy
-0.00245793953902, -0.0335091081534, -0.0387442238709, -0.0695903118007, -0.117387024626, -0.0349027880187, -0.031631268192, -0.0185565388561, 0.00236698134783, 0.0371329062164, -0.0192754945646, -0.0385314933326, 0.06121576554, 0.0242909429681, 0.0597509737932, 0.0387156334523, -0.0126199519914, 0.0435991130056, -0.0574516156139, 0.00283063279055, -0.0114906142126, -0.0188664045285, 0.0227925485989, 0.0013634823814, -0.0389652708197, 0.0123334500583, 0.0425169080012, -0.0323128480725, -0.0263096245417, 0.0259108059414, 0.0536170202456, -0.0195206147622, 0.0117363133326, 0.0350747244776, -0.0587344706537, 0.0128518382384, 0.0399444242608, 0.012477439039, -0.0266955853274, -0.0152849422379, -0.0160030536693, 0.0347766061597, 0.0175839324245, -0.0475668690213, -0.0178552509153, -0.0072117462794, 0.0185776181301, -0.0531523234078, -0.0173293936957, 0.053039562126, -0.010308392544, 0.0145881076718, -0.0124281139207, 0.00609935807816, -0.0381607936985, 0.0306389773676, -0.00655708017325, -0.0401161816363, -0.00465328867932, 0.0212822784504, 0.0130368281798, 0.0385810045501, 0.00450927249805, -0.0167179292795, -0.00863720699211, 0.000389073064533, -0.0287001171739, -0.0322350741928, 0.0147455609508, 0.0173131029519, 0.000865255083062, 0.0160480848363, 0.0433624829133, -0.0450887459786, 0.0278250673012, 0.0244385113279, -0.0456762268257, -0.0581756687152, -0.024166961656, 0.0305885782898, 0.00411526918541, -0.0231477821453, -0.00449699863847, 0.0045219270461, 0.00235217119675, 0.0343480198997, 0.0189505571378, 0.0213714184601, 0.0312485410955, -0.0167418495968, -0.0201825955446, 0.0614284722151, -0.0173144115378, 0.0436501489016, -0.0191377347001, -0.0343974141082, 0.019409310879, 0.0208588608303, -0.0215263101366, -0.0401385756143, disgusted
